surface	path	methods	mutating_any	auth_expected
api	/api/put/json/ptz/port0/washer-configuration	(any),GET,HEAD	no	Digest (often) + sometimes auth-token cookie (web session).
api	/api/put/json/radiometry/configs/0	(any),GET,HEAD	no	Digest (often) + sometimes auth-token cookie (web session).
api	/api/put/json/settings/time	(any),GET,HEAD	no	Digest (often) + sometimes auth-token cookie (web session).
api	/api/v1	GET	no	Digest (often) + sometimes auth-token cookie (web session).
api	/api/v2	GET	no	Digest (often) + sometimes auth-token cookie (web session).
api	/api/webstream	(any),GET,HEAD	no	Digest (often) + sometimes auth-token cookie (web session).
api	/api/webstream/token	(any),GET,HEAD	no	Digest (often) + sometimes auth-token cookie (web session).
cgi_x	/cgi-x/	(any),GET,HEAD	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/admin	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/admin.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/alarm	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/alarm.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/auth	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/auth.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/config	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/config.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/download-access-logs	(any),GET,HEAD	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/download-kernel-logs	(any),GET,HEAD	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/download-system-logs	(any),GET,HEAD	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/enable-dot1x	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/event	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/event.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/firmware	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/firmware.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/focus	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-certs-detailed	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-compression	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-dot1x	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-general	GET,HEAD	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-imaging	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-imaging-focus-zone	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-imaging-focus-zones	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-imaging-privacy	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-init	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-metadata	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-motion	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-move-options	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-ptz-capabilities	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-reinit-lens-options	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-revert-protect	GET,POST	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-tamper	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get-tpm-info	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/get.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/guard-tour	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/health	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/health.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/image	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/image.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/io	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/io.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/jpeg	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/jpg	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/log	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/log.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/logs	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/logs.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/mech-limit	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/mjpeg	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/mjpeg.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/network	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/network.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/param	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/params	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/params.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/peek-access-logs	(any),GET,HEAD,POST	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/peek-kernel-logs	(any),GET,HEAD,POST	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/peek-system-logs	(any),GET,HEAD,POST	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/picture	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/picture.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/position	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/ptz	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/ptz-	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/ptz-create-preset-override	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/ptz-move	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/ptz-start-aux	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/ptz.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/reboot	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/reboot.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/reinit-lens	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/remove-dot1x	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/rtsp	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/rtsp.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/save-dot1x	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/set	GET	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/set-compression	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/set-general	POST	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/set-imaging	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/set-imaging-focus-zone	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/set-imaging-privacy	POST	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/set-imaging-show-zones	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/set-motion	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/set-revert-protect	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/set-tamper	(any),GET,HEAD,POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/set.cgi	GET	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/snapshot	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/snapshot.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/start-firmware-upgrade	POST	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/status	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/status.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/stream	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/stream.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/system	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/system.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/time	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/time.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/upgrade	GET	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/upgrade-firmware	(any),POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/upgrade.cgi	GET	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/upload-dot1x-pair	(any),POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/upload-save-cacert	(any),POST,PUT	yes	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/user	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/users	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/users.cgi	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/video	GET	no	Digest + auth-token cookie (web session).
cgi_x	/cgi-x/video.cgi	GET	no	Digest + auth-token cookie (web session).
device	/device/info	GET	no	Usually none or Digest depending on endpoint; see observed statuses.
diagnostic	/diagnostic/	(any)	no	Digest (often) + sometimes auth-token cookie (web session).
diagnostic	/diagnostic/download-bug-report	(any),GET	no	Digest (often) + sometimes auth-token cookie (web session).
diagnostic	/diagnostic/fw-dump.shtml	GET	no	Digest (often) + sometimes auth-token cookie (web session).
diagnostic	/diagnostic/multihead-status	(any)	no	Digest (often) + sometimes auth-token cookie (web session).
diagnostic	/diagnostic/network-statistics	GET	no	Digest (often) + sometimes auth-token cookie (web session).
diagnostic	/diagnostic/network-statistics/ping	PUT	yes	Digest (often) + sometimes auth-token cookie (web session).
diagnostic	/diagnostic/network-statistics/tcpdump	GET,PUT	yes	Digest (often) + sometimes auth-token cookie (web session).
diagnostic	/diagnostic/network-statistics/trace	PUT	yes	Digest (often) + sometimes auth-token cookie (web session).
diagnostic	/diagnostic/network-statistics/traffic	GET	no	Digest (often) + sometimes auth-token cookie (web session).
diagnostic	/diagnostic/usage-storage	GET	no	Digest (often) + sometimes auth-token cookie (web session).
ip_filter	/ip-filter/config	GET	no	Digest (often) + sometimes auth-token cookie (web session).
media	/media/cam0	GET	no	Unknown.
media	/media/cam0/still.jpg	GET	no	Unknown.
media	/media/cam0/stream	GET	no	Unknown.
media	/media/cam0/video	GET	no	Unknown.
microphone	/microphone/0	GET	no	Usually none or Digest depending on endpoint; see observed statuses.
microphone	/microphone/0/options	GET	no	Usually none or Digest depending on endpoint; see observed statuses.
microphone	/microphone/1	GET	no	Usually none or Digest depending on endpoint; see observed statuses.
microphone	/microphone/1/options	GET	no	Usually none or Digest depending on endpoint; see observed statuses.
onvif_soap	/onvif/	(any)	no	Digest (core ONVIF).
onvif_soap	/onvif/analytics_service	(any),POST	yes	Digest (core ONVIF).
onvif_soap	/onvif/device_service	(any),POST	yes	Digest (core ONVIF).
onvif_soap	/onvif/deviceio_service	(any),POST	yes	Digest (core ONVIF).
onvif_soap	/onvif/event_service	(any),POST	yes	Digest (core ONVIF).
onvif_soap	/onvif/imaging_service	POST	yes	Digest (core ONVIF).
onvif_soap	/onvif/media_service	(any),POST	yes	Digest (core ONVIF).
onvif_soap	/onvif/media_service2	(any)	no	Digest (core ONVIF).
onvif_soap	/onvif/ptz_service	(any),POST	yes	Digest (core ONVIF).
onvif_soap	/onvif/recording_service	(any),POST	yes	Digest (core ONVIF).
onvif_soap	/onvif/security_service	POST	yes	Digest (core ONVIF).
onvif_soap	/onvif/subscription	POST	yes	Digest (core ONVIF).
onvif_soap	/onvif/thermal_service	(any)	no	Digest (core ONVIF).
onvif_soap	/onvif/zwave	(any)	no	Digest (core ONVIF).
other	/about	GET	no	Unknown.
other	/api	GET	no	Unknown.
other	/cgi-bin	GET	no	Unknown.
other	/cgi-bin/	GET	no	Unknown.
other	/cgi-bin/admin	GET	no	Unknown.
other	/cgi-bin/admin.cgi	GET	no	Unknown.
other	/cgi-bin/alarm	GET	no	Unknown.
other	/cgi-bin/alarm.cgi	GET	no	Unknown.
other	/cgi-bin/auth	GET	no	Unknown.
other	/cgi-bin/auth.cgi	GET	no	Unknown.
other	/cgi-bin/config	GET	no	Unknown.
other	/cgi-bin/config.cgi	GET	no	Unknown.
other	/cgi-bin/event	GET	no	Unknown.
other	/cgi-bin/event.cgi	GET	no	Unknown.
other	/cgi-bin/firmware	GET	no	Unknown.
other	/cgi-bin/firmware.cgi	GET	no	Unknown.
other	/cgi-bin/get	GET	no	Unknown.
other	/cgi-bin/get.cgi	GET	no	Unknown.
other	/cgi-bin/health	GET	no	Unknown.
other	/cgi-bin/health.cgi	GET	no	Unknown.
other	/cgi-bin/image	GET	no	Unknown.
other	/cgi-bin/image.cgi	GET	no	Unknown.
other	/cgi-bin/io	GET	no	Unknown.
other	/cgi-bin/io.cgi	GET	no	Unknown.
other	/cgi-bin/jpeg	GET	no	Unknown.
other	/cgi-bin/jpg	GET	no	Unknown.
other	/cgi-bin/log	GET	no	Unknown.
other	/cgi-bin/log.cgi	GET	no	Unknown.
other	/cgi-bin/logs	GET	no	Unknown.
other	/cgi-bin/logs.cgi	GET	no	Unknown.
other	/cgi-bin/mjpeg	GET	no	Unknown.
other	/cgi-bin/mjpeg.cgi	GET	no	Unknown.
other	/cgi-bin/network	GET	no	Unknown.
other	/cgi-bin/network.cgi	GET	no	Unknown.
other	/cgi-bin/param	GET	no	Unknown.
other	/cgi-bin/params	GET	no	Unknown.
other	/cgi-bin/params.cgi	GET	no	Unknown.
other	/cgi-bin/picture	GET	no	Unknown.
other	/cgi-bin/picture.cgi	GET	no	Unknown.
other	/cgi-bin/ptz	GET	no	Unknown.
other	/cgi-bin/ptz.cgi	GET	no	Unknown.
other	/cgi-bin/reboot	GET	no	Unknown.
other	/cgi-bin/reboot.cgi	GET	no	Unknown.
other	/cgi-bin/rtsp	GET	no	Unknown.
other	/cgi-bin/rtsp.cgi	GET	no	Unknown.
other	/cgi-bin/set	GET	no	Unknown.
other	/cgi-bin/set.cgi	GET	no	Unknown.
other	/cgi-bin/snapshot	GET	no	Unknown.
other	/cgi-bin/snapshot.cgi	GET	no	Unknown.
other	/cgi-bin/status	GET	no	Unknown.
other	/cgi-bin/status.cgi	GET	no	Unknown.
other	/cgi-bin/stream	GET	no	Unknown.
other	/cgi-bin/stream.cgi	GET	no	Unknown.
other	/cgi-bin/system	GET	no	Unknown.
other	/cgi-bin/system.cgi	GET	no	Unknown.
other	/cgi-bin/time	GET	no	Unknown.
other	/cgi-bin/time.cgi	GET	no	Unknown.
other	/cgi-bin/upgrade	GET	no	Unknown.
other	/cgi-bin/upgrade.cgi	GET	no	Unknown.
other	/cgi-bin/user	GET	no	Unknown.
other	/cgi-bin/users	GET	no	Unknown.
other	/cgi-bin/users.cgi	GET	no	Unknown.
other	/cgi-bin/video	GET	no	Unknown.
other	/cgi-bin/video.cgi	GET	no	Unknown.
other	/cgi-x	GET	no	Unknown.
other	/css	GET	no	Unknown.
other	/debug	GET	no	Unknown.
other	/dscp/settings	GET	no	Unknown.
other	/elevate/settings-connection	GET	no	Unknown.
other	/evox	GET	no	Unknown.
other	/evox/about	GET	no	Unknown.
other	/evox/config	GET	no	Unknown.
other	/favicon.ico	GET	no	Unknown.
other	/fw-debug-dump.shtml	GET	no	Unknown.
other	/fw-debug.shtml	GET	no	Unknown.
other	/fw-dump.shtml	GET	no	Unknown.
other	/fw_dump.shtml	GET	no	Unknown.
other	/health	GET	no	Unknown.
other	/images	GET	no	Unknown.
other	/index.html	GET	no	Unknown.
other	/info	GET	no	Unknown.
other	/js	GET	no	Unknown.
other	/log	POST	yes	Unknown.
other	/logout	GET	no	Unknown.
other	/media	GET	no	Unknown.
other	/metrics	GET	no	Unknown.
other	/network-statistics	GET	no	Unknown.
other	/onvif	(any),GET	no	Unknown.
other	/robots.txt	GET	no	Unknown.
other	/sitemap.xml	GET	no	Unknown.
other	/speaker/0	GET	no	Unknown.
other	/speaker/0/options	GET	no	Unknown.
other	/status	GET	no	Unknown.
other	/system	GET	no	Unknown.
other	/system-manager-onvif/get-firmware-data-dump	GET	no	Unknown.
other	/system/config	GET	no	Unknown.
other	/system/status	GET	no	Unknown.
other	/web	GET	no	Unknown.
settings_rest	/settings/	(any)	no	Digest (often) + sometimes auth-token cookie (web session).
settings_rest	/settings/audio	GET	no	Digest (often) + sometimes auth-token cookie (web session).
settings_rest	/settings/audio/default	GET	no	Digest (often) + sometimes auth-token cookie (web session).
settings_rest	/settings/disable-non-onvif-apis	(any)	no	Digest (often) + sometimes auth-token cookie (web session).
settings_rest	/settings/network	(any),GET,PUT	yes	Digest (often) + sometimes auth-token cookie (web session).
settings_rest	/settings/network_advanced	(any),GET	no	Digest (often) + sometimes auth-token cookie (web session).
settings_rest	/settings/profileg	(any),GET	no	Digest (often) + sometimes auth-token cookie (web session).
settings_rest	/settings/time	(any),GET	no	Digest (often) + sometimes auth-token cookie (web session).
snmp	/snmp/settings	GET	no	Digest (often) + sometimes auth-token cookie (web session).
storage	/storage/config	GET	no	Digest (often) + sometimes auth-token cookie (web session).
storage	/storage/media	GET	no	Digest (often) + sometimes auth-token cookie (web session).
storage	/storage/recordings	GET	no	Digest (often) + sometimes auth-token cookie (web session).
storage	/storage/status	GET	no	Digest (often) + sometimes auth-token cookie (web session).
video	/video/source_config/0	GET	no	Digest (often) + sometimes auth-token cookie (web session).
video	/video/source_config/0/options	GET	no	Digest (often) + sometimes auth-token cookie (web session).
webui	/	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/about.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/api	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/api	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/assets/index-BirvUwOW.css	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/assets/index-DGFMdL6G.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/assets/public-sans-latin-300-normal-C9J7XxkK.woff2	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/assets/public-sans-latin-400-normal-8Rpg0ruU.woff2	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/assets/public-sans-latin-500-normal-NlrCPXnF.woff2	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/assets/public-sans-latin-700-normal-BqJmxWdE.woff2	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/assets/roboto-latin-400-normal-CNwBRw8h.woff2	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/avigilon-favicon.ico	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/cloud-connection	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/config	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/device-logs	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/favicon.ico	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/general	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/img/login/bg.avigilon.dark.svg	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/img/login/bg.avigilon.light.svg	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/img/login/pelco_login.png	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/img/logo/logo.avigilon.dark.svg	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/img/logo/logo.avigilon.light.lg.svg	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/img/logo/logo.motorola.light.svg	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/index	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/live-view	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/login	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/logout	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/misc/metadata-to-svg.xslt	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/network/settings	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/network/single-sign-on	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/pelco-favicon.ico	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/settings	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/camera/setup-system	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/css/jquery-ui-slider-pips.css	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/css/jquery-ui.css	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/css/layout.css	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/css/pelco-cloud.css	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/css/streaming.css	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/debug.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/firmware-data-dump.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/Avigilon_RGB.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
